sim_time x y z roll pitch yaw vx vy vz wx wy wz [pi wi]
828 -0.9159518112585164 -0.8538517478355088 1.602640077588402 0.08346425437357358 0.09924946565648393 -0.0040191565588848155 0.03433978796724122 -0.00203635427243541 -0.014002366793849157 -0.1254185903587882 -0.01508126545807628 -0.0666537383518131 [0.7000008009643601, -5.350640208760457e-06, 0.04952049155813245, 0.5492354655640773, 0.2939176148791998, 1.0609263645239166, 0.6825579991669571, -0.055033579771523185, 0.13661400019457287, 0.3029073237588248, 0.4191272045526235, 0.11491892756641046, 0.48312680320368195, 0.235600230010402, 0.003558401509007595, 0.013211225926926773, -0.25290729411686386, 0.41108952439160407, 0.648333468888519, -0.06758819049076313, -0.028060297531735414, 0.2621918191690567, -0.32765801664915006, 0.4457349847256706]
829 -0.9159176039420637 -0.8538537022871256 1.6026260773156285 0.08333768511090288 0.09923321000800113 -0.004097824449031389 0.034207316452738945 -0.0019544516169061393 -0.014000272773571455 -0.12601142962979095 -0.015744363342579098 -0.06612759532765966 [0.7000007978959905, -3.0683696296482377e-06, 0.05006576721103507, 0.545275652902621, 0.294975850057903, 1.0582351787031674, 0.6825010411944027, -0.05695797255441325, 0.136918165544637, 0.3041653500641367, 0.41924670606376685, 0.11950151114335328, 0.483364264697216, 0.23746149353405657, 0.0035712062758082117, 0.012804766800616787, -0.25249764986115236, 0.40964425571151947, 0.6482660767494556, -0.0673921390634024, -0.027798432301080298, 0.2618652306551175, -0.3272100047550154, 0.44801189413466314]
830 -0.9158835281765098 -0.8538555752394763 1.6026120789425127 0.08321052150977097 0.09921627807350325 -0.004176029337083784 0.03407576555394578 -0.0018729523506833498 -0.013998373115780687 -0.12660707998849352 -0.016408312144971827 -0.06560780680563418 [0.7000007967370034, -1.1589870581221046e-06, 0.0506071393131026, 0.5413721020675346, 0.2960314274303588, 1.0555773724557922, 0.68244215168706, -0.05888950734269214, 0.1372235202250467, 0.3053546804096804, 0.4193704689706837, 0.12376290691686138, 0.4836035887588384, 0.23932406162242872, 0.003583629729362088, 0.012423453553876581, -0.2520893759576913, 0.40827390346102993, 0.6481988871708152, -0.0671895786403416, -0.027536940560386983, 0.26149174069331516, -0.3267597708510987, 0.4502339039167114]
831 -0.9158495830346834 -0.8538573671063459 1.6025980822759718 0.08308276111449862 0.09919866927086192 -0.004253777711504353 0.03394514182632847 -0.0017918668695935803 -0.013996666541000026 -0.12720528394198785 -0.01707279786070958 -0.06509436916783251 [0.7000007972075267, 4.7052324583796157e-07, 0.05114466354030032, 0.5375242271977132, 0.2970843803297817, 1.052952899422868, 0.6823813246518782, -0.06082703518188144, 0.13752999888640333, 0.30647866135662494, 0.41949819313314957, 0.12772416246585724, 0.4838447762667102, 0.24118750787179374, 0.0035956970372263168, 0.012067307864228452, -0.25168240384154317, 0.40697211614816947, 0.6481319060423046, -0.06698112851055449, -0.02727586543193638, 0.26107512845060515, -0.32630736787593656, 0.4524029751621475]
832 -0.9158157675830717 -0.853859078311322 1.6025840871243244 0.08295440171235535 0.09918038331311763 -0.004331076025060614 0.033815451611786944 -0.0017112049761461615 -0.013995151647297277 -0.12780579792521177 -0.017737525772023824 -0.06458727216586442 [0.7000007991085778, 1.9010510995329244e-06, 0.05167839496914033, 0.5337314288400129, 0.29813474202796636, 1.0503616981846635, 0.682318555177257, -0.06276947462110088, 0.1378375394188909, 0.30754053248757685, 0.4196295981659105, 0.13140503276091, 0.4840878276872674, 0.24305142055719262, 0.003607433289897108, 0.011736252670790998, -0.2512766708435934, 0.4057329979497518, 0.6480651386711148, -0.06676737118980769, -0.027015246441361405, 0.2606189905749723, -0.3258528469556906, 0.45452092024592833]
833 -0.9157821697073159 -0.8538597129459934 1.602576262333002 0.08285703777858405 0.09911265365604092 -0.0044079597930619975 0.0335978757558175 -0.0006346346713675417 -0.007824791322423402 -0.09718080049457331 -0.06730566766074811 -0.06724628044592815 [0.7000007521772776, -4.693130019428962e-05, 0.05227453170549368, 0.5961367363533516, 0.29913316602344103, 0.9984239954746751, 0.6821565470969361, -0.16200808032095237, 0.1381289099538303, 0.2913705349393762, 0.4197091778304444, 0.0795796645338972, 0.4843277814694945, 0.23995378222714073, 0.0036455368593489223, 0.03810356945181462, -0.2508308716307408, 0.44579921285258434, 0.6480707417231568, 0.00560305204195332, -0.026712452363510903, 0.30279407785050083, -0.32542592029585704, 0.42692665983354744]
834 -0.9157487356980221 -0.8538602085603239 1.6025694557632193 0.08276073028415624 0.09904060667204453 -0.004483806301517688 0.0334340092938131 -0.0004956143304419777 -0.006806569782722571 -0.09615455949581903 -0.07162020125276598 -0.06632028940013875 [0.7000006729871526, -7.919012498127341e-05, 0.052855872534051426, 0.5813408285577433, 0.3000930564418327, 0.9598904183916767, 0.6819796404374414, -0.17690665949471318, 0.13842062301345562, 0.2917130596253408, 0.41978669436896004, 0.07751653851564545, 0.4845657921639099, 0.23801069441536304, 0.0036859708185270055, 0.040433959178083345, -0.2503840754719408, 0.44679615880001816, 0.6480770970996845, 0.006355376527738146, -0.026406758368456792, 0.3056939950541102, -0.3250006263973165, 0.42529389854053856]
835 -0.9157154646101076 -0.8538606510183532 1.6025627504060445 0.08266355179724315 0.0989680330473649 -0.004558667380429688 0.03327108791451184 -0.0004424580292854737 -0.006705357174785461 -0.09702974416319794 -0.0721356689580692 -0.06525569853775784 [0.7000006311373631, -4.18497894694083e-05, 0.05341226794649975, 0.5563954124483277, 0.30101480112772294, 0.9217446858902218, 0.681799824027096, -0.17981641034537377, 0.13871410196358785, 0.2934789501322367, 0.4198712471404616, 0.08455277150152016, 0.4848052804077004, 0.23948824379048755, 0.0037263212575466614, 0.04035043901965579, -0.2499422652801573, 0.4418101917834839, 0.648082426887223, 0.005329787538445086, -0.02610038946164199, 0.30636890681480283, -0.3245769421819935, 0.42368421532304273]
836 -0.9156823725148069 -0.8538610463235269 1.6025560081519785 0.08256542013877985 0.09889517840323932 -0.0046325835773030795 0.03309209530070935 -0.0003953051736886883 -0.00674225406591621 -0.0979856003802171 -0.07240510513113385 -0.0642237031279851 [0.7000005904001314, -4.073723173789873e-05, 0.05394371621411879, 0.531448267619032, 0.3019026013405897, 0.8878002128667986, 0.681618603285677, -0.18122074141902636, 0.13900930512926007, 0.295203165672232, 0.4199637266422068, 0.09247950174523535, 0.4850470434348668, 0.24176302716642992, 0.003766361893068295, 0.04004063552163357, -0.24950597528292362, 0.4362899972336978, 0.6480872265568028, 0.004799669579918554, -0.025793973804223047, 0.3064156574189423, -0.32415359432944657, 0.4233478525469598]
837 -0.9156494737793418 -0.8538613920607334 1.602549213707872 0.08246633835104979 0.09882200456357579 -0.004705586367509442 0.0328987354651073 -0.0003457372064908329 -0.00679444410653006 -0.09893859665000021 -0.07271268115886544 -0.06322365093839853 [0.7000005584404863, -3.1959645187379024e-05, 0.05445154101511949, 0.5078248010007026, 0.3027605350495057, 0.8579337089159557, 0.6814360531193193, -0.18255016635769236, 0.13930608298984043, 0.29677786058035693, 0.42006373331531294, 0.10000667310612972, 0.48529124667517365, 0.24420324030684912, 0.0038060728465887515, 0.03971095352045676, -0.24907492241745519, 0.43105286546843996, 0.6480916548746227, 0.004428317819864346, -0.025488258950361383, 0.305714853861664, -0.3237291663124888, 0.42442801695772914]
